3011,坚持住，不要涨，大盘一定会跌下来  最多再撑一个月,三元坚持住,None,三元股份,0
3012,他妈的啥时候不停大盘好转了停了 婊子东西,他妈的啥时候不停大盘好转了停了 婊子东西,股东,合众思壮,0
3013,换手还是不够，希望今天突破3%,换手还是不够，希望今天突破3%,None,三元股份,2
3014,垃圾股，最多值12元,垃圾股，最多值12元,股东,三全食品,0
3015,石油加工业增长1.2倍上半年全国规模以上工业企业利润总额增11.4%2014年07月27日 11:21  中国新闻网http://finance.sina.com.cn/china/hgjj/20140727/112119830116.shtml1-6月份，在41个工业大类行业中，35个行业利润总额同比增长，1个行业持平，5个行业下降。主要行业利润增长情况：农副食品加工业利润总额同比增长4.8%，纺织业增长10%，** 石油加工、炼焦和核燃料加工业增长1.2倍，化学原料和化学制品制造业增长10.4%，非金属矿物制品业增长19.3%，黑色金属冶炼和压延加工业增长17.1%，有色金属冶炼和压延加工业增长6.1%，通用设备制造业增长13.5%，专用设备制造业增长3.8%，汽车制造业增长29.1%，电气机械和器材制造业增长25.3%计算机、通信和其他电子设备制造业增长24.1%，电力、热力生产和供应业增长24.1%，煤炭开采和洗选业下降43.9%，石油和天然气开采业下降2.3%。价值投资 上海石化 600688,石油加工业增长1.2倍,None,国电南自,1
3016,明天就是房地产的天下了,大家坚持一下,None,上实发展,1
3017,不知道会不会给套?,6。32追进,None,国电南自,1
3018,鸡肋食之无味，弃之可惜。,鸡肋食之无味，弃之可惜。,None,皖新传媒,2
3019,这逼样短期没搞,下午必跳水,None,国电南自,0
3020,海立信：这股均线之下不要进，太差劲，一点动力没有，这股肾亏太重。,海立信：这股均线之下不要进，太差劲，一点动力没有，这股肾亏太重。,股东,海兰信,0
3021,短期没有机会,调整周期，至少在7个交易日左右,股东,国电南自,0
3022,好股,我又进来了,None,西仪股份,1
3023,下午要注意净中单量，如果卖出量过大，需谨慎！,下午要注意净中单量,股东,宝钢股份,2
3024,明日起000959启动10涨停；请顶贴。,本机构今日加仓100万股；坐等发财。,股东,首钢股份,1
3025,在2级市场上想买小散户的筹码很难，压住盘面的价格直接到 大宗交易里买筹码，价格压制住了大宗交易交易的成本也控制住了,知道为什么主力不 拉高吗,None,中江地产,1
3026,11,下午谁来接力，主力不砸了,None,首钢股份,1
3027,证明我的人品没问题,虽然六块六出早了，但打新中了两签，哈哈！,股东,华发股份,1
3028,坚定满仓买入：超跌、滞涨股，它们后势补涨潜力巨大！它们就是：新安股份（600596），哈投股份（600864）,坚定满仓买入：超跌、滞涨股，补涨潜力巨大！,None,永安药业,1
3029,所有的股都飞起来了，就这乌龟股还在地上爬着。更可恶的是只要往上涨一分钱，马上就有大单向下砸三分，这些狗娘养的人是等钱给他老爸买棺材吧！,所有的股都飞起来了，就这乌龟股还在地上爬着。更可恶的是只要往上涨一分钱，马上就,None,华发股份,0
3030,没戏,银轮为什么不被市场认可？,None,银轮股份,0
3031,不知道哪位还记得哥发贴称：破6指日可待。,不知道哪位还记得哥发贴称：破6指日可待。,None,大有能源,1
3032,这个垃圾看来真的是要破产了！！！！！,耻辱！,None,*ST精功,0
3033,希望大家赚大钱我先走啦,6块强力阻力位  我先走了,股东,大有能源,0
3034,17、95今天最高价走了，这种垃圾股票庄家自己慢慢玩吧,17、95今天最高价走了，这种垃圾股票庄家自己慢慢玩吧,None,日发精机,0
3035,卧槽了个DJ,煤炭都抽风了。。你还能沉住气啊,股东,大有能源,1
3036,出货也要跟风出高点啊,要跟上老大401的脚步，即时是出货,None,冀东装备,0
3037,抓紧了，不要松手，看到15元,本轮行情是年度唯一吃饭行情，兴发一定要抓住了,None,兴发集团,1
3038,"2013年实现净利3600万,2014年实现净利(主营)7000万以上,增长率100%.2015年实现净利利1亿以上,增长率50%,2016年实现净利1.3亿以上,增长率30%2014年不包括1.6亿左右的三旧改造.2014\2015存在公司股本扩张",国联水产的看点在于公司的成长性!,股东,国联水产,1
3039,6.67追击祁连山。,好像还是250的节奏，暂不介入,None,桂冠电力,0
3040,!,看看北化股份，你就有耐心了！！,None,奥拓电子,1
3041,它马的大盘涨，它i不涨，快跑,它马的大盘涨，它i不涨，快跑,股东,紫江企业,0
3042,主力出货！吸货不会涨停！,我也卖了，不打开涨停就卖！,股东,新华龙,1
3043,庄家在疯狂出货，估计中报不好,庄家在疯狂出货，估计中报不好[哭],None,铜峰电子,0
3044,通宝放量不涨！危险期，前期的缺口补掉了，80%会向下走，待时间验证个人关点，不喜勿喷,大盘今天巨量，天量天价！通宝放量不涨！危险期，前期的缺口补掉了,None,通宝能源,0
3045,不等了，殺入山煤國際！！,不等了，殺入山煤國際！！,股东,乐凯胶片,0
3046,穿越年线也就是周线60线，黑马过线。,穿越年线也就是周线60线，黑马过线。,None,平庄能源,1
3047,暈，竟然還有人說，是洗牌！！,暈，竟然還有人說，是洗牌！！,股东,乐凯胶片,0
3048,前期许多11手卖出，注意了是卖出，不是买进，从反向思维看，卖出11手的是做多的主力所为，11的寓意要翻倍。注：上述“寓意”本人意淫一把而已。,主力告诉你：前期许多11手卖出的寓意,None,梅花生物,1
3049,资源股底部反弹30-40%了 澄星仅10%不到 现在抢入不会有亏吃 反而涨起来空间极大 大盘站上2100点 澄星估值中枢就已经达到6元2左右 目前大盘2170 再加上6月份银行派息除权的25个点 目前点位2200点了 澄星目前估值中枢应该上调到6元6左右 目前价值背离明显 有大幅度补涨需求！,资源股天下了 大盘50个现在不抢澄星抢什么！,None,澄星股份,1
3050,健桥是一支病猫。油盐不进。面对大盘如此高歌猛进，它稳坐不动是么原因,健桥是一支病猫。油盐不进。面对大盘如此高歌猛进，它稳坐不动是么原因,股东,键桥通讯,0
3051,这就是市场，没有缘由。一句话就解释了所有的疑问，合理吗,这就是市场，没有缘由。一句话就解释了所有的疑问，合理吗,股东,中国医药,2
3052,只要不下来，等你三个月,只要不下来，等你三个月,股东,京投银泰,1
3053,势不可挡,筑低行成,None,中国医药,1
3054,,干爹让买,None,鲁西化工,1
3055,多小散,没戏别指望,None,海泰发展,0
3056,"该股可考虑今天买入,低位,成交量大了","该股可考虑今天买入,低位,成交量大了",None,劲嘉股份,1
3057,呵,"希望有人入牢,奸宋如华",None,S*ST托普,2
3058,走了，买点有色去，这B太浪费时间,走了,None,曙光股份,0
3059,三变和三门政府，尤其是政府部门又多，办事效益又低，官僚主义——————。就是一个会议记要都要拖上半个多月的时间，你说这不是官僚主义又是什么？我们对政府不办事和太慢非常不满意————————。,股东,None,三变科技,2
3060,4.50元左右先买入100万股，不知道庄家敢不敢拉下来,4.50元左右先买入100万股，不知道庄家敢不敢拉下来,股东,曙光股份,1
3061,这厮就是睡不醒，马上2200了，也该涨一下啦，下午涨停吧,醒一醒,None,传化股份,1
3062,股价很难突破5元价位，步入下跌,股价很难突破5元价位，步入下跌,股东,曙光股份,0
3063,上风又在出售华夏幸福了,上风又在出售华夏幸福了,None,上风高科,2
3064,看看周线、月线、年线曙光应该是建仓的良机！牛市来了，弟兄们不要做反了！,看看周线、月线、年线曙光应该是建仓的良机！,None,曙光股份,1
3065,即便阳痿，看见别人都在勃起，也应该有所冲动啊！,即便阳痿，看见别人都在勃起，也应该有所冲动啊！,None,丹邦科技,0
3066,在一波大行情中最可怕的不是不涨，而是别人热点轮换赚80%，你守弱股赚10%,在一波大行情中最可怕的不是不涨，而是别人热点轮换赚80%，你守弱股赚10%,None,建设机械,2
3067,真是垃圾,真是垃圾,股东,克明面业,0
3068,,五矿和株冶有什么关系，搞不懂,None,株冶集团,2
3069,。。,庄不想做多，所以封不死，出货,None,益生股份,0
3070,国资整合就是整这种企业，资源国之命脉，又是这么中国第一大的矿业集团，整合好了对中国的发展有利，大股东几千亿的资产，旗下上市公司才几十亿的资产规模怎么行，至少200-300亿以上，自己算算吧，小荷才露尖尖角,小荷才露尖尖角,股东,株冶集团,1
3071,买完就涨，过两天卖掉。,狂涨！,None,西泵股份,1
3072,！,次新股登云股份涨停！！,None,龙大肉食,2
3073,最后暴跌，受伤的是小散，有色股超过1000倍的市盈率居然可以暴涨，20倍的军工股却下跌，没办法的垃圾股市。,悲催的股市，又开始爆炒有色垃圾大盘股了。,股东,威海广泰,0
3074,骂人就是骂自己家里人。哈哈。我不骂你们，我是来看你们被套的惨样！！！,哈哈。下来了！好多套住的蠢猪又要叫了！,股东,龙大肉食,0
3075,人家涨得一塌糊涂，你在这里观赏祖国山河一片红，弱弱问句：你可以跟上组织吗？,说爱你不易呀,None,威海广泰,0
3076,散场吧 别幻想了 调整时间过长了 一个像样的涨停都没有,如果不是登云涨停 龙大不知道跌哪去了,股东,龙大肉食,0
3077,这只股为什么大盘升这么多，还跌！！！,这只股为什么大盘升这么多，还跌！！！,股东,威海广泰,0
3078,有民营银行股份上涨可期.不要被闪下车,000419持有民营银行,None,通程控股,1
3079,因为大盘股 没这么容易出来,大牛市 扑面而来，或长达2年,None,*ST霞客,1
3080,世界第一垃圾股！！！两市除一只股票下跌外其他全部涨停，这只下跌股就是600727！！！,600727下午跌停！,None,鲁北化工,0
3081,儿子们不仅疯了，而且意见不统一！但是任何人都阻挡不了大盘趋势！,儿子们不仅疯了，而且意见不统一！但是任何人都阻挡不了大盘趋势！,股东,当代东方,2
3082,,"企业效益这麽差，吴总你还有心情去ktv,小心得了",None,日上集团,0
3083,我看到了7.98元哈哈,我看到了7.98元哈哈,股东,合肥城建,1
3084,,还得有一个7个点的 大阴线 才能让短线多头崩溃,None,日上集团,0
3085,大盘突然的变盘，让很多所谓的主力不知所措。所以先出货是他们的唯一选择。,大盘突然的变盘，让很多所谓的主力不知所措。所以先出货是他们的唯一选择。,股东,东百集团,0
3086,奇葩！60分线还有3天调整,我 擦 ！这 几 把 烂 股 ！,None,亚通股份,0
3087,看来，我不唱多，民丰真不会涨啊,看来，我不唱多，民丰真不会涨啊,None,民丰特纸,2
3088,肉多咬住别放,本周焦点，牙痛怎样突围,股东,亚通股份,1
3089,88888,量价齐升？？,股东,上海机场,2
3090,比比谁的耐心更好。,换一个思路看待涨与不涨问题,None,一汽富维,1
3091,。。。。。。。,6.90元的大托单马上被吃掉！,股东,精工钢构,0
3092,换股,拜拜,None,一汽富维,0
3093,今天的健康元在一片利好消息下走出了大家失望的下跌趋势，今天主力早盘大单打压横盘吸货，上有抛单下有买单股价横在相对区域波动，，昨天的量价告诉我今天开始陪你玩下去，不给我20点赖着你不放手，分手也要分手费，呵呵,今天的健康元在一片利好消息下走出了大家失望的下跌趋势，今天主力早盘大单打压横盘,股东,健康元,1
3094,在此不想多骂狗日的了,谁在做托,None,亚宝药业,0
3095,驳一周赚八点的帖子你真能的话，在你这按周八点来算复利，早已超过巴菲特，怎么财富榜没您，还有空在论坛叫？你无非是想通过吹牛来骗取一些无知散户的追捧，从而推销掉自己的垃圾软件。然后说人家亏了是软件没用好。,驳一周赚八点的帖子你真能的话，在你这按周八点来算复利，早已超过巴菲特，怎么财富,股东,硅宝科技,0
3096,那个狗庄托＂兼备＂呢？出来捡破烂啦！游街示众！,那个狗庄托＂兼备＂呢？出来捡破烂啦！游街示众！,None,亚宝药业,0
3097,看着办,有本事跌倒两元老子就举牌要你回家养老,None,长青股份,0
3098,亚宝这是在卖淫啊？大盘红通通一片，她躲在暗处，在搞什么名堂啊,亚宝这是在卖淫啊？大盘红通通一片，她躲在暗处，在搞什么名堂啊[为什么],None,亚宝药业,0
3099,指数涨没人买长青。垃圾股鉴定完毕。买了常绿。,指数涨没人买长青。垃圾股鉴定完毕。买了常绿。,None,长青股份,0
3100,726这垃圾比中成股份差远了!,726这垃圾比中成股份差远了!,None,华电能源,0
3101,这几盘大盘涨爆了 这垃圾股还跌 你们说这庄家是不是吃翔的,庄家是这样的,None,万邦达,0
3102,1.公司业绩稳步增长。2.股本适中。3.目前市盈率低于行业平均水平。4.特高压建设提速和智能电站建设是亮点。5.有好的业绩支撑。6.目前股价是近几年来的底部区域。7.近期底部放量。,002028思源电气60日线突破前的整理,None,思源电气,1
